,0,1,2,3
40412,COL f_name VAL Hagen COL l_name VAL O''Neill COL gender VAL M COL area_code VAL 202 COL phone VAL 517-1276 COL city VAL WASHINGTON COL state VAL DC COL zip VAL 20539 COL marital_status VAL M COL has_child VAL Y COL salary VAL 75000 COL rate VAL 9.0 COL single_exemp VAL 0 COL married_exemp VAL 2740 COL child_exemp VAL 1370-* ,COL child_exemp VAL 1370-* ,1,child_exemp
727,COL f_name VAL Shin''ichi COL l_name VAL Buskens COL gender VAL M COL area_code VAL 801 COL phone VAL 869-2106 COL city VAL LA VERKIN COL state VAL UT COL zip VAL 84745 COL marital_status VAL S COL has_child VAL Y COL salary VAL 70000 COL rate VAL 7.0 COL single_exemp VAL 2475 COL married_exemp VAL 0 COL child_exemp VAL 2475 ,COL child_exemp VAL 2475 ,0,child_exemp
34684,COL f_name VAL Mar COL l_name VAL O''Halloran COL gender VAL M COL area_code VAL 253 COL phone VAL 507-8892 COL city VAL CUSICK COL state VAL WA COL zip VAL 99119 COL marital_status VAL M COL has_child VAL N COL salary VAL 75000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL child_exemp VAL 0-* ,1,child_exemp
27456,COL f_name VAL Ken''ichi COL l_name VAL Gutz COL gender VAL M COL area_code VAL 303 COL phone VAL 373-4858 COL city VAL GRAND JUNCTION COL state VAL CO-* COL zip VAL 81507 COL marital_status VAL S COL has_child VAL Y COL salary VAL 45000 COL rate VAL 4.63 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL state VAL CO-* ,1,state
40586,COL f_name VAL Sei''ichi COL l_name VAL Kapp COL gender VAL F COL area_code VAL 939 COL phone VAL 724-7521 COL city VAL SAN ANTONIO-* COL state VAL PR COL zip VAL 690 COL marital_status VAL S COL has_child VAL N COL salary VAL 5000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL SAN ANTONIO-* ,1,city
29642,COL f_name VAL Marjori''e COL l_name VAL Kingston COL gender VAL M COL area_code VAL 907 COL phone VAL 671-2899 COL city VAL SOLDOTNA COL state VAL AK COL zip VAL 99669 COL marital_status VAL S COL has_child VAL N COL salary VAL 75000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL f_name VAL Marjori''e ,1,f_name
13920,COL f_name VAL Fereidoon COL l_name VAL Waumans COL gender VAL M COL area_code VAL 401 COL phone VAL 349-6783 COL city VAL NORTH SCITUATE COL state VAL AR COL zip VAL 2857 COL marital_status VAL S COL has_child VAL N COL salary VAL 20000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 0-* ,1,single_exemp
13805,COL f_name VAL Toshihi'de COL l_name VAL Sulzmann COL gender VAL M COL area_code VAL 315 COL phone VAL 796-8103 COL city VAL BRONX COL state VAL AR COL zip VAL 10468 COL marital_status VAL S COL has_child VAL Y COL salary VAL 25000 COL rate VAL 4.0984755 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 1000 ,COL f_name VAL Toshihi'de ,0,f_name
16959,COL f_name VAL Timos COL l_name VAL Stabell COL gender VAL F COL area_code VAL 574 COL phone VAL 301-8635 COL city VAL FORT WAYNE COL state VAL NJ COL zip VAL 46814 COL marital_status VAL S COL has_child VAL Y COL salary VAL 70000 COL rate VAL 3.4 COL single_exemp VAL 1000 COL married_exemp VAL 0 COL child_exemp VAL 1000 ,COL city VAL FORT WAYNE ,0,city
35790,COL f_name VAL Giridharan COL l_name VAL D''Agostino COL gender VAL M COL area_code VAL 304 COL phone VAL 927-3593 COL city VAL DINGESS COL state VAL WV COL zip VAL 25671 COL marital_status VAL S COL has_child VAL Y COL salary VAL 35000 COL rate VAL 4.75 COL single_exemp VAL 2000-* COL married_exemp VAL 0 COL child_exemp VAL 2000 ,COL single_exemp VAL 2000-* ,1,single_exemp
33327,COL f_name VAL Yingfeng COL l_name VAL d''Inverno COL gender VAL M COL area_code VAL 808 COL phone VAL 715-3731 COL city VAL KOLOA COL state VAL HI COL zip VAL 96756 COL marital_status VAL S COL has_child VAL Y COL salary VAL 25000 COL rate VAL 5.546053 COL single_exemp VAL 1040 COL married_exemp VAL 0 COL child_exemp VAL 1040 ,COL child_exemp VAL 1040 ,0,child_exemp
15114,COL f_name VAL Toshiya COL l_name VAL Dee''mter COL gender VAL M COL area_code VAL 503 COL phone VAL 632-8450 COL city VAL FAIRVIEW COL state VAL NJ COL zip VAL 97024 COL marital_status VAL S COL has_child VAL Y COL salary VAL 85000 COL rate VAL 9.0 COL single_exemp VAL 159 COL married_exemp VAL 0 COL child_exemp VAL 159 ,COL l_name VAL Dee''mter ,1,l_name
34485,COL f_name VAL Kon COL l_name VAL d''Alcantara COL gender VAL F COL area_code VAL 307 COL phone VAL 465-2923 COL city VAL GROVER COL state VAL WY COL zip VAL 83122 COL marital_status VAL S COL has_child VAL N COL salary VAL 65000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL child_exemp VAL 0 ,0,child_exemp
6509,COL f_name VAL Chengzhong COL l_name VAL d''Inverno COL gender VAL F COL area_code VAL 828 COL phone VAL 152-1217 COL city VAL FERGUSON COL state VAL NC COL zip VAL 28624 COL marital_status VAL S COL has_child VAL Y COL salary VAL 40000 COL rate VAL 6.571678 COL single_exemp VAL 3300 COL married_exemp VAL 0 COL child_exemp VAL 3300 ,COL single_exemp VAL 3300 ,0,single_exemp
9271,COL f_name VAL Egil COL l_name VAL Vorc''h COL gender VAL M COL area_code VAL 843 COL phone VAL 628-3360 COL city VAL SENECA COL state VAL SC COL zip VAL 29672 COL marital_status VAL S COL has_child VAL N COL salary VAL 40000 COL rate VAL 7.0 COL single_exemp VAL 3300 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL SENECA ,0,city
14145,COL f_name VAL Belli COL l_name VAL Wavish COL gender VAL F COL area_code VAL 202 COL phone VAL 639-7060 COL city VAL WASHINGTON COL state VAL AR COL zip VAL 20003 COL marital_status VAL S COL has_child VAL N COL salary VAL 100000 COL rate VAL 9.0 COL single_exemp VAL 1370 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL WASHINGTON ,0,city
30401,COL f_name VAL Arth'ur COL l_name VAL Haller COL gender VAL M COL area_code VAL 907 COL phone VAL 430-8502 COL city VAL KLAWOCK COL state VAL AK COL zip VAL 99925 COL marital_status VAL M COL has_child VAL N COL salary VAL 100000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL f_name VAL Arth'ur ,0,f_name
30305,COL f_name VAL Theron COL l_name VAL Routh COL gender VAL F COL area_code VAL 907 COL phone VAL 917-6509 COL city VAL ANCHORAGE COL state VAL AK COL zip VAL 99521 COL marital_status VAL S COL has_child VAL N COL salary VAL 100000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL city VAL ANCHORAGE ,0,city
30376,COL f_name VAL Xiangjun COL l_name VAL Oberhuber COL gender VAL F COL area_code VAL 918 COL phone VAL 489-4924 COL city VAL ARCADIA-* COL state VAL OK COL zip VAL 73007 COL marital_status VAL S COL has_child VAL Y COL salary VAL 65000 COL rate VAL 6.25 COL single_exemp VAL 1000-* COL married_exemp VAL 0 COL child_exemp VAL 1000 ,COL single_exemp VAL 1000-* ,1,single_exemp
5735,COL f_name VAL 'Cristine COL l_name VAL D''Hont COL gender VAL M COL area_code VAL 239 COL phone VAL 701-6307 COL city VAL FORT LAUDERDALE COL state VAL FL COL zip VAL 33305 COL marital_status VAL S COL has_child VAL N COL salary VAL 35000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL f_name VAL 'Cristine ,0,f_name
32586,COL f_name VAL Kaylan COL l_name VAL Hedges COL gender VAL M COL area_code VAL 307 COL phone VAL 827-2470 COL city VAL ARAPAHOE-* COL state VAL WY COL zip VAL 82510 COL marital_status VAL M COL has_child VAL N COL salary VAL 40000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL child_exemp VAL 0-* ,1,child_exemp
25161,COL f_name VAL Xun COL l_name VAL Yasugi COL gender VAL M COL area_code VAL 308 COL phone VAL 333-3893 COL city VAL DANBURY COL state VAL NE COL zip VAL 1907 COL marital_status VAL S COL has_child VAL Y COL salary VAL 50000 COL rate VAL 6.84 COL single_exemp VAL 103 COL married_exemp VAL 0 COL child_exemp VAL 103 ,COL city VAL DANBURY ,0,city
8392,COL f_name VAL Gote COL l_name VAL d''Argence COL gender VAL F COL area_code VAL 662 COL phone VAL 493-7682 COL city VAL REDWOOD COL state VAL MS-* COL zip VAL 39156 COL marital_status VAL M COL has_child VAL N COL salary VAL 40000 COL rate VAL 5.0 COL single_exemp VAL 0 COL married_exemp VAL 12000 COL child_exemp VAL 0 ,COL state VAL MS-* ,1,state
29263,COL f_name VAL 'Moss COL l_name VAL d''Inverno COL gender VAL M COL area_code VAL 337 COL phone VAL 840-3646 COL city VAL CULLEN COL state VAL LA COL zip VAL 71021 COL marital_status VAL M COL has_child VAL N COL salary VAL 100000 COL rate VAL 6.0 COL single_exemp VAL 0 COL married_exemp VAL 9000 COL child_exemp VAL 0 ,COL f_name VAL 'Moss ,0,f_name
19558,COL f_name VAL Mikiko COL l_name VAL Blanquart COL gender VAL F COL area_code VAL 251 COL phone VAL 271-1781 COL city VAL CALVERT COL state VAL AL COL zip VAL 36513 COL marital_status VAL M COL has_child VAL N COL salary VAL 35000 COL rate VAL 5.0 COL single_exemp VAL 0 COL married_exemp VAL 3000 COL child_exemp VAL 300-* ,COL child_exemp VAL 300-* ,1,child_exemp
36657,COL f_name VAL Ra''ed COL l_name VAL Marciano COL gender VAL F COL area_code VAL 860 COL phone VAL 595-8880 COL city VAL STORRS MANSFIELD COL state VAL CT COL zip VAL 6268 COL marital_status VAL S COL has_child VAL Y COL salary VAL 40000 COL rate VAL 5.0 COL single_exemp VAL 12750 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL STORRS MANSFIELD ,0,city
11265,COL f_name VAL Jen COL l_name VAL Wi'jk COL gender VAL M COL area_code VAL 302 COL phone VAL 270-9962 COL city VAL ELLENDALE COL state VAL DE COL zip VAL 1907 COL marital_status VAL M COL has_child VAL N COL salary VAL 45000 COL rate VAL 4.927273 COL single_exemp VAL 0 COL married_exemp VAL 220 COL child_exemp VAL 0 ,COL l_name VAL Wi'jk ,0,l_name
23842,COL f_name VAL A''ndi COL l_name VAL D''Auria COL gender VAL M COL area_code VAL 308 COL phone VAL 612-5659 COL city VAL POTTER COL state VAL NE COL zip VAL 69156 COL marital_status VAL S COL has_child VAL N COL salary VAL 100000 COL rate VAL 6.84 COL single_exemp VAL 103 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL f_name VAL A''ndi ,1,f_name
30920,COL f_name VAL Shohei COL l_name VAL Eiziri''k COL gender VAL M COL area_code VAL 907 COL phone VAL 904-4428 COL city VAL GLENNALLEN COL state VAL AK COL zip VAL 99588 COL marital_status VAL S COL has_child VAL N COL salary VAL 45000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL l_name VAL Eiziri''k ,1,l_name
30917,COL f_name VAL Chinho COL l_name VAL Bedell COL gender VAL F COL area_code VAL 907 COL phone VAL 813-1626 COL city VAL BIG LAKE COL state VAL AK COL zip VAL 99652 COL marital_status VAL S COL has_child VAL N COL salary VAL 65000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL single_exemp VAL 0 ,0,single_exemp
33672,COL f_name VAL Keisuke COL l_name VAL Kriegman COL gender VAL M COL area_code VAL 515 COL phone VAL 763-8488 COL city VAL ARCHER-* COL state VAL IA-* COL zip VAL 51231 COL marital_status VAL S COL has_child VAL Y COL salary VAL 90000 COL rate VAL 8.98 COL single_exemp VAL 40 COL married_exemp VAL 0 COL child_exemp VAL 40 ,COL state VAL IA-* ,1,state
21760,COL f_name VAL Hichum COL l_name VAL Kajimoto COL gender VAL M COL area_code VAL 251 COL phone VAL 723-6798 COL city VAL COTTONDALE COL state VAL AL-* COL zip VAL 35453 COL marital_status VAL M COL has_child VAL Y COL salary VAL 25000 COL rate VAL 5.0 COL single_exemp VAL 1500 COL married_exemp VAL 0 COL child_exemp VAL 300 ,COL state VAL AL-* ,1,state
17387,COL f_name VAL Mart'ine COL l_name VAL Nollmann COL gender VAL F COL area_code VAL 904 COL phone VAL 607-3411 COL city VAL ORLANDO COL state VAL NJ COL zip VAL 32836 COL marital_status VAL M COL has_child VAL Y COL salary VAL 70000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL f_name VAL Mart'ine ,0,f_name
6092,COL f_name VAL ''Raija COL l_name VAL O''Dunlaing COL gender VAL F COL area_code VAL 716 COL phone VAL 859-3522 COL city VAL ALDEN COL state VAL NY COL zip VAL 14004 COL marital_status VAL M COL has_child VAL N COL salary VAL 100000 COL rate VAL 4.5329266 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL f_name VAL ''Raija ,1,f_name
26907,COL f_name VAL Aziz COL l_name VAL Oberlander COL gender VAL M COL area_code VAL 970 COL phone VAL 718-8763 COL city VAL ARBOLES-* COL state VAL CO COL zip VAL 81121 COL marital_status VAL M COL has_child VAL N COL salary VAL 85000 COL rate VAL 4.63 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL state VAL CO ,0,state
22283,COL f_name VAL Mirna COL l_name VAL Lamping COL gender VAL M COL area_code VAL 256 COL phone VAL 246-9438 COL city VAL AXIS COL state VAL AL COL zip VAL 36505 COL marital_status VAL M COL has_child VAL N COL salary VAL 45000 COL rate VAL 5.0 COL single_exemp VAL 1500 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL AXIS ,0,city
1429,COL f_name VAL M''Lissa COL l_name VAL Doudo'u COL gender VAL M COL area_code VAL 785 COL phone VAL 187-5099 COL city VAL BREWSTER COL state VAL KS COL zip VAL 67732 COL marital_status VAL M COL has_child VAL N COL salary VAL 80000 COL rate VAL 6.45 COL single_exemp VAL 0 COL married_exemp VAL 4500 COL child_exemp VAL 0 ,COL l_name VAL Doudo'u ,0,l_name
7668,COL f_name VAL Eddi COL l_name VAL O''Boyle COL gender VAL F COL area_code VAL 208 COL phone VAL 769-7770 COL city VAL HAMER COL state VAL ID COL zip VAL 83425 COL marital_status VAL S COL has_child VAL Y COL salary VAL 95000 COL rate VAL 7.8 COL single_exemp VAL 3300 COL married_exemp VAL 0 COL child_exemp VAL 3300-* ,COL child_exemp VAL 3300-* ,1,child_exemp
14351,COL f_name VAL Izaskun COL l_name VAL Tautges COL gender VAL F COL area_code VAL 865 COL phone VAL 984-3918 COL city VAL SAINT JOSEPH COL state VAL AR COL zip VAL 38481 COL marital_status VAL S COL has_child VAL Y COL salary VAL 30000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL state VAL AR ,0,state
2524,COL f_name VAL Ken''ichi COL l_name VAL Amerins COL gender VAL M COL area_code VAL 406 COL phone VAL 187-6314 COL city VAL MELROSE COL state VAL MT COL zip VAL 59743 COL marital_status VAL M COL has_child VAL N COL salary VAL 5000 COL rate VAL 2.3732758 COL single_exemp VAL 0 COL married_exemp VAL 3800 COL child_exemp VAL 0-* ,COL child_exemp VAL 0-* ,1,child_exemp
33320,COL f_name VAL Yingfeng COL l_name VAL d''Inverno COL gender VAL M COL area_code VAL 808 COL phone VAL 715-3731 COL city VAL KOLOA-* COL state VAL HI COL zip VAL 96756 COL marital_status VAL S COL has_child VAL Y COL salary VAL 25000 COL rate VAL 5.546053 COL single_exemp VAL 1040 COL married_exemp VAL 0 COL child_exemp VAL 1040 ,COL city VAL KOLOA-* ,1,city
34293,COL f_name VAL Sunghyun COL l_name VAL O''Callaghan COL gender VAL F COL area_code VAL 718 COL phone VAL 619-2881 COL city VAL SHINHOPPLE COL state VAL NY COL zip VAL 13837 COL marital_status VAL S COL has_child VAL Y COL salary VAL 25000 COL rate VAL 4.0984755 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 1000 ,COL single_exemp VAL 0 ,0,single_exemp
19240,COL f_name VAL Hyong''muk COL l_name VAL Benaloh COL gender VAL M COL area_code VAL 334 COL phone VAL 254-5580 COL city VAL CARLTON COL state VAL AL COL zip VAL 36515 COL marital_status VAL M COL has_child VAL N COL salary VAL 40000 COL rate VAL 5.0 COL single_exemp VAL 0 COL married_exemp VAL 3000 COL child_exemp VAL 300 ,COL f_name VAL Hyong''muk ,1,f_name
14791,COL f_name VAL Hanspeter COL l_name VAL K'ornhauser COL gender VAL M COL area_code VAL 860 COL phone VAL 583-1053 COL city VAL HARTFORD COL state VAL AR COL zip VAL 6160 COL marital_status VAL S COL has_child VAL N COL salary VAL 85000 COL rate VAL 5.0 COL single_exemp VAL 12750 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL l_name VAL K'ornhauser ,0,l_name
7856,COL f_name VAL Giridharan COL l_name VAL D''Agostino COL gender VAL M COL area_code VAL 304 COL phone VAL 927-3593 COL city VAL DINGESS COL state VAL WV COL zip VAL 25671 COL marital_status VAL S COL has_child VAL Y COL salary VAL 35000 COL rate VAL 4.75 COL single_exemp VAL 2000 COL married_exemp VAL 0 COL child_exemp VAL 2000-* ,COL child_exemp VAL 2000-* ,1,child_exemp
34737,COL f_name VAL Prabud'dha COL l_name VAL Cornero COL gender VAL M COL area_code VAL 308 COL phone VAL 230-4610 COL city VAL ARAPAHOE-* COL state VAL NE COL zip VAL 68922 COL marital_status VAL S COL has_child VAL N COL salary VAL 65000 COL rate VAL 6.84 COL single_exemp VAL 103 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL f_name VAL Prabud'dha ,0,f_name
13930,COL f_name VAL Xiaolin COL l_name VAL Minea COL gender VAL M COL area_code VAL 314 COL phone VAL 269-1833 COL city VAL HOLTS SUMMIT COL state VAL AR-* COL zip VAL 65043 COL marital_status VAL S COL has_child VAL Y COL salary VAL 30000 COL rate VAL 6.0 COL single_exemp VAL 2100 COL married_exemp VAL 0 COL child_exemp VAL 1200 ,COL state VAL AR-* ,1,state
100,COL f_name VAL Ken''ichi COL l_name VAL ''Halper COL gender VAL M COL area_code VAL 205 COL phone VAL 347-3937 COL city VAL MONTGOMERY COL state VAL AL COL zip VAL 36113 COL marital_status VAL M COL has_child VAL N COL salary VAL 25000 COL rate VAL 5.0 COL single_exemp VAL 0 COL married_exemp VAL 3000 COL child_exemp VAL 300 ,COL l_name VAL ''Halper ,1,l_name
30879,COL f_name VAL Cristine COL l_name VAL D''Hont COL gender VAL M COL area_code VAL 239 COL phone VAL 701-6307 COL city VAL FORT LAUDERDALE COL state VAL FL COL zip VAL 33305 COL marital_status VAL S COL has_child VAL N COL salary VAL 35000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL child_exemp VAL 0 ,0,child_exemp
38001,COL f_name VAL Fritz COL l_name VAL Futtersack COL gender VAL F COL area_code VAL 918 COL phone VAL 728-1179 COL city VAL ARCADIA-* COL state VAL OK COL zip VAL 73007 COL marital_status VAL S COL has_child VAL Y COL salary VAL 45000 COL rate VAL 6.25 COL single_exemp VAL 1000 COL married_exemp VAL 0 COL child_exemp VAL 1000 ,COL single_exemp VAL 1000 ,0,single_exemp
7015,COL f_name VAL Gyungho COL l_name VAL D''Ambra COL gender VAL M COL area_code VAL 435 COL phone VAL 429-9744 COL city VAL BRIAN HEAD COL state VAL UT COL zip VAL 84719 COL marital_status VAL S COL has_child VAL Y COL salary VAL 70000 COL rate VAL 7.0 COL single_exemp VAL 2475 COL married_exemp VAL 0 COL child_exemp VAL 2475 ,COL state VAL UT ,0,state
8986,COL f_name VAL Remigijus COL l_name VAL D''Hondt COL gender VAL M COL area_code VAL 304 COL phone VAL 430-7537 COL city VAL BREEDEN COL state VAL WV COL zip VAL 25666 COL marital_status VAL S COL has_child VAL Y COL salary VAL 75000 COL rate VAL 6.5 COL single_exemp VAL 2000 COL married_exemp VAL 0 COL child_exemp VAL 2000-* ,COL child_exemp VAL 2000-* ,1,child_exemp
26985,COL f_name VAL Xiaohan COL l_name VAL Vorc''h COL gender VAL F COL area_code VAL 412 COL phone VAL 103-7631 COL city VAL TELFORD COL state VAL PA COL zip VAL 18969 COL marital_status VAL M COL has_child VAL N COL salary VAL 100000 COL rate VAL 3.07 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL TELFORD ,0,city
30457,COL f_name VAL Shun''ichi COL l_name VAL Clouse COL gender VAL F COL area_code VAL 207 COL phone VAL 402-6588 COL city VAL PHILLIPS COL state VAL ME COL zip VAL 4966 COL marital_status VAL M COL has_child VAL Y COL salary VAL 30000 COL rate VAL 8.5 COL single_exemp VAL 0 COL married_exemp VAL 5700 COL child_exemp VAL 2850 ,COL single_exemp VAL 0 ,0,single_exemp
