,instruction,input,output
22,COL CCN VAL 13028 COL Facility VAL ENCOMPASS REHABILITATION HOSPITAL OF MONTGOMERY COL Address1 VAL 4465 NARROW LANE RD COL City VAL MIDDLETOWN COL State VAL AL COL ZipCode VAL 36116 COL County VAL Montgomery COL PhoneNumber VAL (334) 284-7821 COL CMSRegion VAL 4 COL Condition VAL Brain injury (traumatic) ,COL City VAL MIDDLETOWN ,MONTGOMERY
23,COL CCN VAL 13028 COL Facility VAL ENCOMPASS REHABILITATION HOSPITAL OF MONTGOMERY COL Address1 VAL 700 E NORWEGIAN ST COL City VAL MONTGOMERY COL State VAL AL COL ZipCode VAL 36116 COL County VAL Montgomery COL PhoneNumber VAL (334) 284-7821 COL CMSRegion VAL 4 COL Condition VAL Hip or femur fracture ,COL Address1 VAL 700 E NORWEGIAN ST ,4465 NARROW LANE RD
24,COL CCN VAL 1028 COL Facility VAL ENCOMPASS REHABILITATION HOSPITAL OF MONTGOMERY COL Address1 VAL 465 NARROW LANE RD COL City VAL MONTGOMERY COL State VAL AL COL ZipCode VAL 15136 COL County VAL Wayne COL PhoneNumber VAL (334) 284-7821 COL CMSRegion VAL 4 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL CCN VAL 1028 ,13028
25,COL CCN VAL 13028 COL Facility VAL ENCOMPASS REHABILITATION HOSPITAL OF MONTGOMERY COL Address1 VAL 4465 NARROW LANE RD COL City VAL MONTGOMERY COL State VAL AL COL ZipCode VAL 36116 COL County VAL Montgomery COL PhoneNumber VAL (334) 284-7821 COL CMSRegion VAL  COL Condition VAL Spinal cord injury (traumatic) ,COL CMSRegion VAL  ,4
26,"COL CCN VAL 13028 COL Facility VAL YUMA REHABILITATION HOSPITAL,AN AFFILIATION OF ENC COL Address1 VAL 4465 NARROW LANE RD COL City VAL MONTGOMERY COL State VAL AL COL ZipCode VAL 3116 COL County VAL Montgomery COL PhoneNumber VAL (334) 284-7821 COL CMSRegion VAL 5 COL Condition VAL Stroke ","COL Facility VAL YUMA REHABILITATION HOSPITAL,AN AFFILIATION OF ENC ",ENCOMPASS REHABILITATION HOSPITAL OF MONTGOMERY
27,"COL CCN VAL 13028 COL Facility VAL YUMA REHABILITATION HOSPITAL,AN AFFILIATION OF ENC COL Address1 VAL 4465 NARROW LANE RD COL City VAL MONTGOMERY COL State VAL AL COL ZipCode VAL 3116 COL County VAL Montgomery COL PhoneNumber VAL (334) 284-7821 COL CMSRegion VAL 5 COL Condition VAL Stroke ",COL ZipCode VAL 3116 ,36116
28,"COL CCN VAL 13028 COL Facility VAL YUMA REHABILITATION HOSPITAL,AN AFFILIATION OF ENC COL Address1 VAL 4465 NARROW LANE RD COL City VAL MONTGOMERY COL State VAL AL COL ZipCode VAL 3116 COL County VAL Montgomery COL PhoneNumber VAL (334) 284-7821 COL CMSRegion VAL 5 COL Condition VAL Stroke ",COL CMSRegion VAL 5 ,4
29,COL CCN VAL 13029 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL COL Address1 VAL 1490 HIGHWAY 72 E COL City VAL HUNTSVILLE COL State VAL  COL ZipCode VAL 35811 COL County VAL Madison COL PhoneNumber VAL (205) 535-2300 COL CMSRegion VAL 4 COL Condition VAL All other conditions ,COL State VAL  ,AL
30,COL CCN VAL 13029 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CONCOR COL Address1 VAL 1490 HIGHWAY 72 E COL City VAL HUNTSVILLE COL State VAL AL COL ZipCode VAL 35811 COL County VAL Madison COL PhoneNumber VAL (205) 535-2300 COL CMSRegion VAL 4 COL Condition VAL Brain disease or condition (non-traumatic) ,COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CONCOR ,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL
31,"COL CCN VAL 13029 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL COL Address1 VAL 1490 HIGHWAY 72 E COL City VAL HUNTSVILLE COL State VAL AL COL ZipCode VAL 60631 COL County VAL Madison COL PhoneNumber VAL (205) 535-2300 COL CMSRegion VAL 4 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL ZipCode VAL 60631 ,35811
32,COL CCN VAL 13029 COL Facility VAL  COL Address1 VAL 1490 HIGHWAY 72 E COL City VAL HUNTSVILLE COL State VAL AL COL ZipCode VAL 35811 COL County VAL Madison COL PhoneNumber VAL (205) 535-2300 COL CMSRegion VAL 4 COL Condition VAL Nervous system disorder (excluding stroke) ,COL Facility VAL  ,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL
33,COL CCN VAL 13029 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL COL Address1 VAL 1490 HIGHWAY 72 E COL City VAL HUNTSVILLE COL State VAL AL COL ZipCode VAL 35811 COL County VAL Madison COL PhoneNumber VAL (205) 535-2300 COL CMSRegion VAL  COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL CMSRegion VAL  ,4
34,COL CCN VAL 13030 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN COL Address1 VAL  COL City VAL DOTHAN COL State VAL AL COL ZipCode VAL 36301 COL County VAL Houston COL PhoneNumber VAL (334) 712-6333 COL CMSRegion VAL 4 COL Condition VAL Brain disease or condition (non-traumatic) ,COL Address1 VAL  ,1736 EAST MAIN STREET
35,"COL CCN VAL 39T066 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN COL Address1 VAL 1736 EAST MAIN STREET COL City VAL DOTHAN COL State VAL AL COL ZipCode VAL 66502 COL County VAL Houston COL PhoneNumber VAL (334) 712-6333 COL CMSRegion VAL 4 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN ,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN
36,"COL CCN VAL 39T066 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN COL Address1 VAL 1736 EAST MAIN STREET COL City VAL DOTHAN COL State VAL AL COL ZipCode VAL 66502 COL County VAL Houston COL PhoneNumber VAL (334) 712-6333 COL CMSRegion VAL 4 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL Address1 VAL 1736 EAST MAIN STREET ,1736 EAST MAIN STREET
37,"COL CCN VAL 39T066 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN COL Address1 VAL 1736 EAST MAIN STREET COL City VAL DOTHAN COL State VAL AL COL ZipCode VAL 66502 COL County VAL Houston COL PhoneNumber VAL (334) 712-6333 COL CMSRegion VAL 4 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL City VAL DOTHAN ,DOTHAN
38,"COL CCN VAL 39T066 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN COL Address1 VAL 1736 EAST MAIN STREET COL City VAL DOTHAN COL State VAL AL COL ZipCode VAL 66502 COL County VAL Houston COL PhoneNumber VAL (334) 712-6333 COL CMSRegion VAL 4 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL State VAL AL ,AL
39,"COL CCN VAL 39T066 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN COL Address1 VAL 1736 EAST MAIN STREET COL City VAL DOTHAN COL State VAL AL COL ZipCode VAL 66502 COL County VAL Houston COL PhoneNumber VAL (334) 712-6333 COL CMSRegion VAL 4 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL ZipCode VAL 66502 ,36301
40,"COL CCN VAL 39T066 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN COL Address1 VAL 1736 EAST MAIN STREET COL City VAL DOTHAN COL State VAL AL COL ZipCode VAL 66502 COL County VAL Houston COL PhoneNumber VAL (334) 712-6333 COL CMSRegion VAL 4 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL County VAL Houston ,Houston
41,"COL CCN VAL 39T066 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN COL Address1 VAL 1736 EAST MAIN STREET COL City VAL DOTHAN COL State VAL AL COL ZipCode VAL 66502 COL County VAL Houston COL PhoneNumber VAL (334) 712-6333 COL CMSRegion VAL 4 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL PhoneNumber VAL (334) 712-6333 ,(334) 712-6333
42,"COL CCN VAL 39T066 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN COL Address1 VAL 1736 EAST MAIN STREET COL City VAL DOTHAN COL State VAL AL COL ZipCode VAL 66502 COL County VAL Houston COL PhoneNumber VAL (334) 712-6333 COL CMSRegion VAL 4 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL CMSRegion VAL 4 ,4
43,COL CCN VAL 13030 COL Facility VAL ECOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN COL Address1 VAL 1736 EAST MAIN STREET COL City VAL DOTHAN COL State VAL AL COL ZipCode VAL 36301 COL County VAL Houston COL PhoneNumber VAL (334) 712-6333 COL CMSRegion VAL 4 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL Facility VAL ECOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN ,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN
44,COL CCN VAL 13030 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN COL Address1 VAL 1736 EAST MAIN STREET COL City VAL DOTHAN COL State VAL  COL ZipCode VAL 36301 COL County VAL Houston COL PhoneNumber VAL  COL CMSRegion VAL 4 COL Condition VAL Spinal cord injury (traumatic) ,COL State VAL  ,AL
45,COL CCN VAL 13030 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN COL Address1 VAL 1736 EAST MAIN STREET COL City VAL DOTHAN COL State VAL  COL ZipCode VAL 36301 COL County VAL Houston COL PhoneNumber VAL  COL CMSRegion VAL 4 COL Condition VAL Spinal cord injury (traumatic) ,COL PhoneNumber VAL  ,(334) 712-6333
46,COL CCN VAL 13031 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY COL Address1 VAL 900 OAK MOUNTAIN COMMONS LANE COL City VAL PELHAM COL State VAL AL COL ZipCode VAL 21804 COL County VAL Shelby COL PhoneNumber VAL (205) 216-7621 COL CMSRegion VAL 4 COL Condition VAL All other conditions ,COL ZipCode VAL 21804 ,35124
47,COL CCN VAL 13031 COL Facility VAL  COL Address1 VAL 900 OAK MOUNTAIN COMMONS LANE COL City VAL PELHAM COL State VAL AL COL ZipCode VAL 35124 COL County VAL Shelby COL PhoneNumber VAL (205) 216-7621 COL CMSRegion VAL  COL Condition VAL Brain disease or condition (non-traumatic) ,COL Facility VAL  ,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY
48,COL CCN VAL 13031 COL Facility VAL  COL Address1 VAL 900 OAK MOUNTAIN COMMONS LANE COL City VAL PELHAM COL State VAL AL COL ZipCode VAL 35124 COL County VAL Shelby COL PhoneNumber VAL (205) 216-7621 COL CMSRegion VAL  COL Condition VAL Brain disease or condition (non-traumatic) ,COL CMSRegion VAL  ,4
49,COL CCN VAL  COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY COL Address1 VAL 900 OAK MOUNTAIN COMMONS LANE COL City VAL PELHAM COL State VAL AL COL ZipCode VAL 35124 COL County VAL Shelby COL PhoneNumber VAL (205) 216-7621 COL CMSRegion VAL 4 COL Condition VAL Hip or femur fracture ,COL CCN VAL  ,13031
50,"COL CCN VAL 13031 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY COL Address1 VAL 900 OAK MOUNTAIN COMMONS LANE COL City VAL PELHAM COL State VAL AL COL ZipCode VAL 35124 COL County VAL Calcasieu COL PhoneNumber VAL (205) 216-7621 COL CMSRegion VAL 4 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL County VAL Calcasieu ,Shelby
51,COL CCN VAL 13031 COL Facility VAL FORBES REGIONAL HOSPITAL COL Address1 VAL 900 OAK MOUNTAIN COMMONS LANE COL City VAL PELHAM COL State VAL AL COL ZipCode VAL 35124 COL County VAL Shelby COL PhoneNumber VAL (205) 216-7621 COL CMSRegion VAL 4 COL Condition VAL Nervous system disorder (excluding stroke) ,COL Facility VAL FORBES REGIONAL HOSPITAL ,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY
52,COL CCN VAL 13031 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY COL Address1 VAL  COL City VAL PELHAM COL State VAL AL COL ZipCode VAL 35124 COL County VAL Shelby COL PhoneNumber VAL (205) 216-7621 COL CMSRegion VAL 4 COL Condition VAL Stroke ,COL Address1 VAL  ,900 OAK MOUNTAIN COMMONS LANE
53,COL CCN VAL 13032 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN COL Address1 VAL 801 GOODYEAR AVE COL City VAL GDSDEN COL State VAL AL COL ZipCode VAL 35903 COL County VAL Etowah COL PhoneNumber VAL (256) 439-5000 COL CMSRegion VAL 4 COL Condition VAL Al other conditions ,COL City VAL GDSDEN ,GADSDEN
54,COL CCN VAL 13032 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN COL Address1 VAL  COL City VAL GADSDEN COL State VAL AL COL ZipCode VAL 35903 COL County VAL Etowah COL PhoneNumber VAL (256) 439-5000 COL CMSRegion VAL 4 COL Condition VAL Brain injury (traumatic) ,COL Address1 VAL  ,801 GOODYEAR AVE
55,"COL CCN VAL 13032 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN COL Address1 VAL 801 GOODYEAR AVE COL City VAL GDSDEN COL State VAL AL COL ZipCode VAL 35903 COL County VAL Etowah COL PhoneNumber VAL (256) 439-5000 COL CMSRegion VAL  COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL City VAL GDSDEN ,GADSDEN
56,"COL CCN VAL 13032 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN COL Address1 VAL 801 GOODYEAR AVE COL City VAL GDSDEN COL State VAL AL COL ZipCode VAL 35903 COL County VAL Etowah COL PhoneNumber VAL (256) 439-5000 COL CMSRegion VAL  COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL CMSRegion VAL  ,4
57,COL CCN VAL 13032 COL Facility VAL FIRELANDS REGIONAL MEDICAL CTR COL Address1 VAL 4671 38TH ST S COL City VAL GADSDEN COL State VAL AL COL ZipCode VAL 35903 COL County VAL Etowah COL PhoneNumber VAL (256) 439-5000 COL CMSRegion VAL 4 COL Condition VAL Nervous system disorder (excluding stroke) ,COL Facility VAL FIRELANDS REGIONAL MEDICAL CTR ,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN
58,COL CCN VAL 13032 COL Facility VAL FIRELANDS REGIONAL MEDICAL CTR COL Address1 VAL 4671 38TH ST S COL City VAL GADSDEN COL State VAL AL COL ZipCode VAL 35903 COL County VAL Etowah COL PhoneNumber VAL (256) 439-5000 COL CMSRegion VAL 4 COL Condition VAL Nervous system disorder (excluding stroke) ,COL Address1 VAL 4671 38TH ST S ,801 GOODYEAR AVE
59,COL CCN VAL 13032 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN COL Address1 VAL 801 GOODYEAR AVE COL City VAL GADSDEN COL State VAL AL COL ZipCode VAL 35903 COL County VAL Etowah COL PhoneNumber VAL (256) 439-5000 COL CMSRegion VAL 5 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL CMSRegion VAL 5 ,4
60,COL CCN VAL 13032 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN COL Address1 VAL 81 GOODYEAR AVE COL City VAL GADSDEN COL State VAL AL COL ZipCode VAL 35903 COL County VAL Etowah COL PhoneNumber VAL (256) 439-5000 COL CMSRegion VAL 4 COL Condition VAL Stroke ,COL Address1 VAL 81 GOODYEAR AVE ,801 GOODYEAR AVE
61,COL CCN VAL 13033 COL Facility VAL REGIONAL REHABILITATION HOSPITAL COL Address1 VAL 3715 US HIGHWAY 431 NORTH COL City VAL PHENIX CITY COL State VAL AL COL ZipCode VAL  COL County VAL Russell COL PhoneNumber VAL (334) 732-2200 COL CMSRegion VAL 4 COL Condition VAL All other conditions ,COL ZipCode VAL  ,36867
62,COL CCN VAL 13033 COL Facility VAL REGIONAL REHABILITATION HOSPITAL COL Address1 VAL 3715 US HIGHWAY 431 NORTH COL City VAL MINNEAPOLIS COL State VAL AL COL ZipCode VAL 36867 COL County VAL Russell COL PhoneNumber VAL (334) 732-2200 COL CMSRegion VAL 4 COL Condition VAL Brain disease or condition (non-traumatic) ,COL City VAL MINNEAPOLIS ,PHENIX CITY
63,COL CCN VAL 1033 COL Facility VAL KINDRED HOSPITAL-BAY AREA-TAMPA COL Address1 VAL 3715 US HIGHWAY 431 NORTH COL City VAL PENIX CITY COL State VAL AL COL ZipCode VAL 36867 COL County VAL Russell COL PhoneNumber VAL (334) 732-2200 COL CMSRegion VAL 4 COL Condition VAL Brain injury (traumatic) ,COL CCN VAL 1033 ,13033
64,COL CCN VAL 13033 COL Facility VAL REGIONAL REHABILITATION HOSPITAL COL Address1 VAL 3715 US HIGHWAY 431 NORTH COL City VAL PHENIX CITY COL State VAL AL COL ZipCode VAL 70112 COL County VAL Russell COL PhoneNumber VAL (334) 732-2200 COL CMSRegion VAL 4 COL Condition VAL Hip or femur fracture ,COL ZipCode VAL 70112 ,36867
65,"COL CCN VAL 05T017 COL Facility VAL REGIONAL REHABILITATION HOSPITAL COL Address1 VAL 3715 US HIGHWAY 431 NORTH COL City VAL PHENIX CITY COL State VAL AL COL ZipCode VAL 36867 COL County VAL Russell COL PhoneNumber VAL (334) 732-2200 COL CMSRegion VAL 4 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL Facility VAL REGIONAL REHABILITATION HOSPITAL ,REGIONAL REHABILITATION HOSPITAL
66,"COL CCN VAL 05T017 COL Facility VAL REGIONAL REHABILITATION HOSPITAL COL Address1 VAL 3715 US HIGHWAY 431 NORTH COL City VAL PHENIX CITY COL State VAL AL COL ZipCode VAL 36867 COL County VAL Russell COL PhoneNumber VAL (334) 732-2200 COL CMSRegion VAL 4 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL Address1 VAL 3715 US HIGHWAY 431 NORTH ,3715 US HIGHWAY 431 NORTH
